,,,sensor_id,sensor_id,location_type,location_type,temperature_c,temperature_c,humidity_pct,humidity_pct,wind_speed_kmh,wind_speed_kmh,precipitation_mm,precipitation_mm,traffic_density_score,traffic_density_score,co2_ppm,co2_ppm,no2_ppb,no2_ppb,pm2.5,pm2.5,pm10,pm10,aqi_category,aqi_category
SNS-001,Roadside,2026-06-30,SNS-001,SNS-001,Roadside,Roadside,18.0,21.8,68.7,74.7,0.7,5.3,0.0,5.0,0.37,0.96,491.4,538.3,7.0,53.9,34.4,49.3,57.6,78.8,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-07-05,,,,,,,,,,,,,,,,,,,,,,,,
SNS-001,Roadside,2026-07-10,,,,,,,,,,,,,,,,,,,,,,,,
SNS-001,Roadside,2026-07-15,SNS-001,SNS-001,Roadside,Roadside,18.1,18.1,65.4,68.5,2.0,3.7,0.0,1.0,0.35,0.56,471.8,480.5,26.0,38.5,28.5,36.3,45.3,55.2,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-07-20,SNS-001,SNS-001,Roadside,Roadside,18.6,24.2,68.8,72.4,1.5,4.2,0.0,0.0,0.41,0.87,491.0,521.6,27.9,49.7,39.6,62.4,57.3,95.9,Unhealthy,Unhealthy for Sensitive
SNS-001,Roadside,2026-07-25,SNS-001,SNS-001,Roadside,Roadside,21.3,21.3,72.9,72.9,3.1,3.1,0.0,0.0,0.03,0.03,439.5,439.5,15.1,15.1,30.5,30.5,52.3,52.3,Moderate,Moderate
SNS-001,Roadside,2026-07-30,SNS-001,SNS-001,Roadside,Roadside,21.8,23.0,68.8,72.0,1.2,5.9,0.0,0.0,0.11,0.87,453.1,519.4,14.5,47.1,32.9,46.7,44.0,67.5,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-04,SNS-001,SNS-001,Roadside,Roadside,20.2,22.2,67.2,68.6,3.0,4.7,0.0,0.0,0.0,0.83,418.4,502.9,13.6,41.1,23.5,46.2,24.9,69.8,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-09,SNS-001,SNS-001,Roadside,Roadside,22.2,25.4,66.9,69.6,1.8,2.9,0.0,0.0,0.47,0.85,482.9,514.3,29.4,45.3,45.4,52.3,71.5,72.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-14,SNS-001,SNS-001,Roadside,Roadside,23.3,24.4,59.7,64.3,2.1,2.7,0.0,0.0,0.05,0.73,435.3,499.7,18.2,41.0,28.1,58.6,46.6,86.6,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-19,SNS-001,SNS-001,Roadside,Roadside,19.7,26.2,61.1,75.2,1.5,13.4,0.0,0.0,0.06,0.53,430.4,487.2,7.2,36.1,17.3,45.8,29.4,68.6,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-24,SNS-001,SNS-001,Roadside,Roadside,20.7,22.5,57.2,68.8,4.3,8.1,0.0,0.0,0.34,0.47,442.2,477.2,19.3,24.6,32.3,46.5,50.0,74.7,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-08-29,SNS-001,SNS-001,Roadside,Roadside,25.8,25.8,57.9,57.9,5.1,5.1,1.0,1.0,0.82,0.82,506.8,506.8,46.2,46.2,29.1,29.1,39.8,39.8,Moderate,Moderate
SNS-001,Roadside,2026-09-03,SNS-001,SNS-001,Roadside,Roadside,22.7,24.2,61.2,63.2,0.8,6.8,0.0,0.0,0.16,0.45,458.3,463.7,24.9,29.7,30.9,47.3,42.4,71.5,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-09-08,SNS-001,SNS-001,Roadside,Roadside,25.2,27.1,46.5,67.3,0.9,8.5,0.0,0.0,0.09,0.88,412.3,534.4,11.9,52.8,21.3,50.6,29.5,73.4,Moderate,Unhealthy for Sensitive
SNS-001,Roadside,2026-09-13,SNS-001,SNS-001,Roadside,Roadside,24.6,26.5,60.1,62.7,3.8,3.9,0.0,0.0,0.48,0.53,468.7,504.0,27.9,29.8,38.0,42.1,59.1,61.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-01-01,SNS-002,SNS-002,Industrial,Industrial,23.2,27.1,54.1,68.7,0.6,5.8,0.0,5.0,0.02,0.79,492.8,569.7,19.2,38.3,18.3,60.3,27.9,84.9,Moderate,Unhealthy
SNS-002,Industrial,2025-01-06,SNS-002,SNS-002,Industrial,Industrial,21.7,27.6,48.8,65.9,1.1,6.6,0.0,0.0,0.08,0.74,478.0,568.6,9.6,41.0,24.2,53.4,33.4,88.3,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-01-11,SNS-002,SNS-002,Industrial,Industrial,25.6,28.8,57.8,62.6,0.5,2.2,0.0,0.0,0.03,0.53,491.8,559.1,10.7,28.0,36.2,50.4,56.7,79.5,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-01-16,SNS-002,SNS-002,Industrial,Industrial,25.2,26.5,49.8,60.6,2.3,4.4,0.0,0.0,0.08,0.81,469.5,563.6,18.4,44.9,37.0,53.9,55.4,69.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-01-21,SNS-002,SNS-002,Industrial,Industrial,33.1,33.1,54.0,54.0,2.8,2.8,0.0,0.0,0.01,0.01,496.7,496.7,4.6,4.6,32.2,32.2,47.3,47.3,Moderate,Moderate
SNS-002,Industrial,2025-01-26,SNS-002,SNS-002,Industrial,Industrial,23.6,31.3,48.9,54.3,1.7,4.6,0.0,0.0,0.02,0.71,493.3,563.3,12.3,42.1,36.5,63.9,56.5,91.4,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-01-31,SNS-002,SNS-002,Industrial,Industrial,29.8,29.8,60.9,60.9,6.3,6.3,0.0,0.0,0.02,0.02,472.7,472.7,8.6,8.6,21.5,21.5,24.6,24.6,Moderate,Moderate
SNS-002,Industrial,2025-02-05,SNS-002,SNS-002,Industrial,Industrial,32.4,32.4,47.7,47.7,12.8,12.8,1.0,1.0,0.05,0.05,450.1,450.1,10.9,10.9,13.5,13.5,25.0,25.0,Moderate,Moderate
SNS-002,Industrial,2025-02-10,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-02-15,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-02-20,SNS-002,SNS-002,Industrial,Industrial,27.8,30.3,41.2,59.6,1.6,5.0,0.0,0.0,0.12,0.83,490.4,555.1,12.1,40.8,26.3,60.0,40.6,96.9,Moderate,Unhealthy
SNS-002,Industrial,2025-02-25,SNS-002,SNS-002,Industrial,Industrial,28.6,33.3,47.2,59.4,0.3,7.5,0.0,0.0,0.35,0.87,518.7,563.3,18.9,43.4,39.6,59.6,54.4,91.9,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-03-02,SNS-002,SNS-002,Industrial,Industrial,31.3,31.7,47.9,51.9,4.1,8.0,0.0,0.0,0.12,0.55,499.5,518.2,17.2,29.8,27.7,33.0,49.2,49.7,Moderate,Moderate
SNS-002,Industrial,2025-03-07,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-03-12,SNS-002,SNS-002,Industrial,Industrial,27.1,30.8,50.6,58.1,1.7,4.1,0.0,10.0,0.18,0.82,508.7,550.9,17.0,43.3,24.1,56.9,33.5,84.0,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-03-17,SNS-002,SNS-002,Industrial,Industrial,31.6,31.6,49.0,49.0,3.2,3.2,0.0,0.0,0.31,0.31,509.0,509.0,21.0,21.0,34.7,34.7,53.9,53.9,Moderate,Moderate
SNS-002,Industrial,2025-03-22,SNS-002,SNS-002,Industrial,Industrial,30.6,31.0,49.4,61.4,3.4,3.9,0.0,1.0,0.04,0.46,493.0,538.9,7.1,31.5,18.5,46.8,21.9,65.0,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-03-27,SNS-002,SNS-002,Industrial,Industrial,31.4,32.6,48.3,58.9,0.5,1.5,0.0,5.0,0.42,0.95,547.7,603.1,35.4,45.6,31.5,72.7,47.6,105.8,Moderate,Unhealthy
SNS-002,Industrial,2025-04-01,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-04-06,SNS-002,SNS-002,Industrial,Industrial,31.3,31.3,54.2,54.2,4.4,4.4,0.0,0.0,0.47,0.47,527.7,527.7,22.1,22.1,46.3,46.3,69.7,69.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-04-11,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-04-16,SNS-002,SNS-002,Industrial,Industrial,28.5,28.5,43.8,43.8,3.7,3.7,0.0,0.0,0.08,0.08,467.9,467.9,19.5,19.5,34.3,34.3,49.4,49.4,Moderate,Moderate
SNS-002,Industrial,2025-04-21,SNS-002,SNS-002,Industrial,Industrial,26.8,31.3,42.6,59.9,2.7,11.1,0.0,10.0,0.01,0.72,464.8,561.3,6.0,44.8,16.6,53.8,23.8,90.1,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-04-26,SNS-002,SNS-002,Industrial,Industrial,29.9,29.9,51.6,51.6,2.9,2.9,0.0,0.0,0.08,0.08,490.1,490.1,11.8,11.8,39.1,39.1,62.0,62.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-05-01,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-05-06,SNS-002,SNS-002,Industrial,Industrial,24.3,30.3,49.5,57.9,1.3,12.2,0.0,1.0,0.07,0.78,452.3,571.1,16.6,43.9,16.8,66.5,23.8,96.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-05-16,SNS-002,SNS-002,Industrial,Industrial,23.2,26.7,43.0,59.7,2.7,5.1,0.0,0.0,0.17,0.4,505.0,508.4,16.6,30.3,41.9,42.6,64.2,65.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-05-21,SNS-002,SNS-002,Industrial,Industrial,26.6,28.3,57.7,65.4,1.3,6.3,0.0,0.0,0.17,0.51,470.7,532.5,14.0,32.7,31.7,47.3,48.8,77.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-05-31,SNS-002,SNS-002,Industrial,Industrial,26.4,26.7,51.6,67.0,0.2,3.6,0.0,5.0,0.06,0.33,503.3,525.3,13.9,24.7,28.6,40.7,48.7,68.7,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-05,SNS-002,SNS-002,Industrial,Industrial,23.7,29.5,60.5,62.0,3.7,7.0,0.0,0.0,0.55,0.71,520.0,552.0,30.0,45.4,39.3,45.3,57.3,63.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-10,SNS-002,SNS-002,Industrial,Industrial,25.1,25.3,51.5,61.9,2.4,2.4,0.0,0.0,0.18,0.98,486.5,603.1,17.0,50.6,45.3,65.3,65.3,97.2,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-15,SNS-002,SNS-002,Industrial,Industrial,23.3,26.1,55.8,63.9,2.1,5.8,0.0,0.0,0.18,0.74,503.7,567.7,18.3,45.0,36.2,65.0,52.0,105.6,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-20,SNS-002,SNS-002,Industrial,Industrial,22.4,25.3,62.1,69.8,1.7,4.0,0.0,0.0,0.1,0.76,490.6,564.8,15.0,39.5,29.9,50.2,45.8,76.5,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-25,SNS-002,SNS-002,Industrial,Industrial,20.7,20.7,59.7,59.7,9.7,9.7,0.0,0.0,0.87,0.87,530.3,530.3,45.1,45.1,43.1,43.1,58.0,58.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-06-30,SNS-002,SNS-002,Industrial,Industrial,21.5,25.5,54.5,73.8,1.7,12.4,0.0,1.0,0.15,0.93,500.3,556.5,14.4,50.7,30.0,51.9,51.9,83.7,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-07-05,SNS-002,SNS-002,Industrial,Industrial,19.8,23.9,58.2,69.3,2.4,8.1,0.0,0.0,0.33,0.98,483.6,577.2,17.1,36.3,21.1,58.6,25.4,89.5,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-07-10,SNS-002,SNS-002,Industrial,Industrial,18.2,18.2,72.4,72.4,8.8,8.8,1.0,1.0,0.03,0.03,458.8,458.8,12.0,12.0,8.8,8.8,5.0,5.0,Good,Good
SNS-002,Industrial,2025-07-15,SNS-002,SNS-002,Industrial,Industrial,24.9,24.9,62.3,62.3,3.8,3.8,0.0,0.0,0.37,0.37,516.3,516.3,26.7,26.7,53.0,53.0,83.4,83.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-07-20,SNS-002,SNS-002,Industrial,Industrial,18.6,24.0,64.2,74.1,1.0,10.2,0.0,0.0,0.55,0.84,538.5,560.6,26.7,43.4,45.4,65.9,69.7,92.5,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-07-25,SNS-002,SNS-002,Industrial,Industrial,20.0,20.5,64.5,72.4,3.0,3.1,0.0,0.0,0.02,0.97,500.2,587.1,6.4,52.6,35.5,49.4,51.7,71.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-07-30,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-08-04,SNS-002,SNS-002,Industrial,Industrial,18.5,21.0,63.5,72.9,1.4,2.2,0.0,1.0,0.19,0.74,494.6,561.7,21.5,40.5,30.6,49.9,40.0,73.0,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-08-09,SNS-002,SNS-002,Industrial,Industrial,19.6,20.7,70.7,72.3,1.5,4.3,0.0,1.0,0.08,0.08,502.8,512.7,6.1,18.6,24.4,35.7,34.1,57.6,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-08-14,SNS-002,SNS-002,Industrial,Industrial,20.8,21.8,66.1,69.7,3.0,9.1,0.0,0.0,0.32,0.59,517.8,519.2,25.4,28.6,38.8,39.7,61.1,69.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-08-19,SNS-002,SNS-002,Industrial,Industrial,19.5,23.3,67.8,72.0,1.8,10.8,0.0,5.0,0.4,0.47,487.2,532.4,20.0,33.3,13.3,52.5,24.2,72.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-08-24,SNS-002,SNS-002,Industrial,Industrial,18.9,18.9,76.9,76.9,0.9,0.9,0.0,0.0,0.79,0.79,568.8,568.8,42.6,42.6,65.6,65.6,97.8,97.8,Unhealthy,Unhealthy
SNS-002,Industrial,2025-08-29,SNS-002,SNS-002,Industrial,Industrial,21.0,21.1,62.2,64.6,1.8,2.4,0.0,0.0,0.37,0.59,533.3,541.6,27.1,31.9,46.6,52.6,72.8,83.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-09-03,SNS-002,SNS-002,Industrial,Industrial,20.4,21.6,67.8,72.9,0.7,2.9,0.0,0.0,0.41,0.85,525.7,583.2,24.8,49.9,44.1,53.5,72.9,78.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-09-08,SNS-002,SNS-002,Industrial,Industrial,17.5,23.1,70.0,72.5,0.9,2.2,0.0,0.0,0.49,0.5,548.7,558.9,28.7,32.6,55.5,58.7,83.5,89.5,Unhealthy,Unhealthy
SNS-002,Industrial,2025-09-13,SNS-002,SNS-002,Industrial,Industrial,16.9,20.4,71.8,77.6,0.3,5.5,0.0,0.0,0.1,0.94,484.7,579.3,9.8,51.6,35.8,77.6,49.1,124.0,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-09-18,SNS-002,SNS-002,Industrial,Industrial,18.9,21.1,66.5,72.8,0.8,8.2,0.0,0.0,0.09,0.82,475.3,556.5,4.9,38.2,31.9,48.1,49.6,75.6,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-09-23,SNS-002,SNS-002,Industrial,Industrial,20.3,22.2,64.6,72.6,0.7,5.5,0.0,0.0,0.56,0.92,533.2,584.8,24.1,46.3,41.8,61.9,60.7,89.2,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-09-28,SNS-002,SNS-002,Industrial,Industrial,23.4,23.4,69.2,69.2,4.2,4.2,0.0,0.0,0.16,0.16,505.2,505.2,14.4,14.4,30.3,30.3,44.0,44.0,Moderate,Moderate
SNS-002,Industrial,2025-10-03,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2025-10-08,SNS-002,SNS-002,Industrial,Industrial,22.5,23.4,64.6,65.2,1.8,1.9,0.0,0.0,0.09,0.52,499.6,560.0,17.2,31.4,39.3,53.4,55.2,84.1,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-10-13,SNS-002,SNS-002,Industrial,Industrial,22.1,24.6,61.6,72.1,1.5,6.5,0.0,0.0,0.12,0.59,502.7,543.5,22.2,37.2,41.0,57.6,67.9,88.9,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-10-18,SNS-002,SNS-002,Industrial,Industrial,19.6,24.9,56.2,72.5,1.2,7.5,0.0,0.0,0.06,0.77,470.3,551.0,8.5,38.1,30.2,55.8,44.2,91.3,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-10-23,SNS-002,SNS-002,Industrial,Industrial,22.3,24.9,61.7,68.7,3.1,5.3,0.0,0.0,0.3,0.41,508.5,531.8,25.0,29.1,30.8,38.8,40.0,61.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-10-28,SNS-002,SNS-002,Industrial,Industrial,21.2,25.5,59.5,67.0,2.6,3.6,0.0,0.0,0.1,0.72,495.1,570.3,13.5,35.6,38.6,56.2,60.2,76.7,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-11-02,SNS-002,SNS-002,Industrial,Industrial,25.9,25.9,64.5,64.5,1.4,1.4,0.0,0.0,0.87,0.87,568.7,568.7,34.7,34.7,65.3,65.3,92.8,92.8,Unhealthy,Unhealthy
SNS-002,Industrial,2025-11-07,SNS-002,SNS-002,Industrial,Industrial,23.0,23.0,56.2,56.2,9.2,9.2,0.0,0.0,0.59,0.59,507.2,507.2,39.8,39.8,35.3,35.3,51.7,51.7,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-11-12,SNS-002,SNS-002,Industrial,Industrial,25.4,25.9,56.2,61.3,0.8,3.6,0.0,5.0,0.51,0.7,544.1,568.3,37.6,37.7,36.6,53.9,48.6,74.9,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-11-17,SNS-002,SNS-002,Industrial,Industrial,23.6,25.3,66.6,67.2,0.5,14.6,0.0,0.0,0.3,0.44,467.4,530.3,24.1,24.2,30.5,55.1,44.1,86.7,Moderate,Unhealthy
SNS-002,Industrial,2025-11-22,SNS-002,SNS-002,Industrial,Industrial,24.1,27.9,44.7,66.9,1.8,2.7,0.0,0.0,0.03,0.57,494.1,548.4,10.8,33.4,37.8,56.4,56.4,92.5,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2025-11-27,SNS-002,SNS-002,Industrial,Industrial,22.7,23.7,47.4,57.3,4.2,5.1,0.0,0.0,0.1,0.98,505.4,568.6,17.1,46.5,29.9,62.6,49.7,84.5,Moderate,Unhealthy
SNS-002,Industrial,2025-12-02,SNS-002,SNS-002,Industrial,Industrial,26.6,28.6,51.5,59.9,2.1,4.9,0.0,0.0,0.02,0.45,474.7,531.1,6.7,32.3,31.9,47.8,47.6,72.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-12-07,SNS-002,SNS-002,Industrial,Industrial,26.3,26.3,54.6,54.6,12.7,12.7,0.0,0.0,0.87,0.87,520.0,520.0,47.2,47.2,36.3,36.3,59.0,59.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-12-12,SNS-002,SNS-002,Industrial,Industrial,27.8,27.8,42.5,42.5,6.4,6.4,0.0,0.0,0.45,0.45,510.6,510.6,24.9,24.9,42.4,42.4,62.8,62.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2025-12-17,SNS-002,SNS-002,Industrial,Industrial,27.0,28.6,49.4,53.7,3.5,5.6,0.0,0.0,0.3,0.81,498.0,549.8,19.5,39.6,34.6,51.9,52.1,75.1,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2025-12-22,SNS-002,SNS-002,Industrial,Industrial,28.1,31.6,52.4,55.8,0.4,6.4,0.0,5.0,0.05,0.83,469.4,588.7,12.0,45.6,25.3,32.8,33.0,43.6,Moderate,Moderate
SNS-002,Industrial,2025-12-27,SNS-002,SNS-002,Industrial,Industrial,28.5,29.8,46.3,50.5,1.8,8.1,0.0,10.0,0.33,0.51,512.9,537.5,14.7,31.7,30.0,50.9,39.1,81.1,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-01-01,SNS-002,SNS-002,Industrial,Industrial,30.3,30.3,48.4,48.4,6.1,6.1,1.0,1.0,0.46,0.46,512.9,512.9,32.7,32.7,25.1,25.1,43.8,43.8,Moderate,Moderate
SNS-002,Industrial,2026-01-06,SNS-002,SNS-002,Industrial,Industrial,28.0,30.8,49.8,64.4,3.6,8.2,0.0,0.0,0.18,0.89,472.5,567.8,14.1,48.9,36.5,57.5,58.0,92.5,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-01-11,SNS-002,SNS-002,Industrial,Industrial,27.4,30.8,44.5,53.6,5.9,6.9,0.0,0.0,0.49,0.8,506.8,549.6,23.9,41.3,42.0,47.9,67.5,70.4,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2026-01-16,SNS-002,SNS-002,Industrial,Industrial,31.5,31.5,55.4,55.4,2.7,2.7,0.0,0.0,0.54,0.54,528.9,528.9,26.1,26.1,44.2,44.2,67.0,67.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2026-01-21,SNS-002,SNS-002,Industrial,Industrial,27.4,30.5,46.3,49.8,2.1,4.1,0.0,0.0,0.03,0.8,486.3,558.0,17.6,33.5,34.5,59.5,55.5,92.2,Moderate,Unhealthy
SNS-002,Industrial,2026-01-26,SNS-002,SNS-002,Industrial,Industrial,28.3,31.8,46.8,55.2,0.3,4.3,0.0,5.0,0.43,0.98,522.0,602.9,31.4,58.5,40.6,56.8,56.4,88.2,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-01-31,SNS-002,SNS-002,Industrial,Industrial,29.5,33.0,40.8,57.8,2.1,9.5,0.0,10.0,0.12,0.75,487.5,528.8,17.0,31.5,27.1,50.7,39.6,66.6,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-02-05,SNS-002,SNS-002,Industrial,Industrial,27.2,27.2,56.8,56.8,7.1,7.1,0.0,0.0,0.78,0.78,535.9,535.9,44.6,44.6,45.7,45.7,73.8,73.8,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2026-02-10,SNS-002,SNS-002,Industrial,Industrial,29.0,30.0,46.6,59.3,0.8,1.8,0.0,0.0,0.36,0.95,520.4,593.8,21.8,48.1,52.6,67.5,82.1,98.4,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-02-15,SNS-002,SNS-002,Industrial,Industrial,27.7,29.6,39.5,48.6,1.3,2.2,0.0,0.0,0.04,0.51,480.9,534.2,12.4,33.0,33.2,52.8,51.8,85.3,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-02-20,SNS-002,SNS-002,Industrial,Industrial,30.8,30.8,51.6,51.6,1.8,1.8,0.0,0.0,0.8,0.8,566.3,566.3,47.2,47.2,59.6,59.6,87.7,87.7,Unhealthy,Unhealthy
SNS-002,Industrial,2026-02-25,SNS-002,SNS-002,Industrial,Industrial,29.2,32.4,45.6,53.7,1.2,8.8,0.0,0.0,0.03,0.93,490.1,577.4,6.6,47.9,36.8,67.7,54.5,95.8,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-03-02,SNS-002,SNS-002,Industrial,Industrial,27.3,31.7,41.2,58.1,1.2,4.9,0.0,0.0,0.01,0.92,476.8,562.6,7.3,50.3,33.4,61.8,42.5,100.8,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-03-07,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2026-03-12,SNS-002,SNS-002,Industrial,Industrial,27.4,30.6,43.0,56.4,2.9,9.1,0.0,0.0,0.02,0.71,460.8,540.6,10.3,29.6,16.8,43.9,25.3,71.1,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-03-17,SNS-002,SNS-002,Industrial,Industrial,25.7,30.6,43.3,58.0,2.8,4.3,0.0,0.0,0.73,0.77,548.8,562.7,41.2,42.5,44.0,66.3,69.1,99.9,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-03-22,SNS-002,SNS-002,Industrial,Industrial,28.0,28.1,60.0,61.3,0.4,3.5,0.0,0.0,0.76,0.83,547.7,597.5,46.9,47.2,56.8,63.3,86.5,98.0,Unhealthy,Unhealthy
SNS-002,Industrial,2026-03-27,,,,,,,,,,,,,,,,,,,,,,,,
SNS-002,Industrial,2026-04-01,SNS-002,SNS-002,Industrial,Industrial,26.4,26.5,55.7,62.3,0.9,1.8,0.0,0.0,0.05,0.48,487.8,557.3,12.3,25.7,30.7,48.2,49.8,74.5,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-04-06,SNS-002,SNS-002,Industrial,Industrial,24.6,25.7,59.7,62.6,0.4,2.4,0.0,0.0,0.46,0.5,538.0,545.6,20.2,35.0,53.1,55.9,80.7,82.6,Unhealthy,Unhealthy for Sensitive
SNS-002,Industrial,2026-04-11,SNS-002,SNS-002,Industrial,Industrial,23.2,26.0,58.4,67.2,2.2,6.7,0.0,5.0,0.02,0.16,478.1,492.5,0.1,22.4,23.6,38.3,33.0,62.9,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-04-16,SNS-002,SNS-002,Industrial,Industrial,23.4,28.0,62.4,63.2,1.5,2.1,0.0,0.0,0.73,0.95,552.1,571.5,45.4,47.5,60.3,72.5,89.1,99.9,Unhealthy,Unhealthy
SNS-002,Industrial,2026-04-21,SNS-002,SNS-002,Industrial,Industrial,21.8,28.6,54.5,70.2,0.2,8.8,0.0,0.0,0.04,0.87,457.2,560.0,4.8,38.3,25.6,60.2,46.1,96.1,Moderate,Unhealthy for Sensitive
SNS-002,Industrial,2026-04-26,SNS-002,SNS-002,Industrial,Industrial,23.5,24.1,59.2,59.4,4.4,4.5,0.0,0.0,0.06,0.55,478.0,524.2,17.0,29.9,37.7,48.0,61.2,82.0,Unhealthy for Sensitive,Unhealthy for Sensitive
SNS-002,Industrial,2026-05-01,SNS-002,SNS-002,Industrial,Industrial,21.7,21.7,66.1,66.1,8.8,8.8,0.0,0.0,0.17,0.17,485.1,485.1,20.4,20.4,28.4,28.4,50.8,50.8,Moderate,Moderate
SNS-002,Industrial,2026-05-06,SNS-002,SNS-002,Industrial,Industrial,21.7,24.8,57.4,71.2,2.5,4.1,0.0,0.0,0.07,0.91,507.1,580.0,20.0,41.9,36.0,65.1,47.4,100.2,Unhealthy,Unhealthy for Sensitive
